EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
HKG,Hong Kong,3.119983125,3.127916991,3.163301122,3.139482361,3.439278691,3.346892686,3.706279143,4.08617644,4.203829852,3.891930129,3.901243018,4.045677057,4.468686412,5.070449074,5.462002899,5.598257034,6.217203439,6.210090799,6.672860121,6.824100787,6.914119283,7.407266319,8.083729002,8.168638707,7.002702947,6.994387788,6.48332119,6.201580095,7.394778889,7.76211744,7.10149874,7.020629905,6.838087015,7.348511505,6.764673573,7.083366475,6.990442758,7.271402579,7.0470772,7.314397972,6.856465616,7.247239197,7.134620661,7.313418396,7.467016068,6.961906326,7.032383758,6.856828847,6.796463002,6.676185264,5.52106005,5.407082805,5.121035468
HND,Honduras,2.224804715,2.193819181,2.178724456,2.175601994,2.192034502,2.200876191,2.180334883,2.194289269,2.152187652,2.143455472,2.13953762,2.083492741,2.032482599,2.239516958,2.26442567,2.147305988,2.083333488,2.0711777,2.032751564,2.0177059,1.947959362,1.916443678,1.929985184,1.836234848,1.94492418,1.967957518,1.977349864,1.951381489,1.989069035,1.854474986,1.878778737,1.999966936,2.133316734,2.306410316,2.410077359,2.24135769,2.349243226,2.465873651,2.455386002,2.408621415,2.369489818,2.478023761,2.514772157,2.468555828,2.476335505,2.52308187,2.483728385,2.316371573,2.267030253,2.376061196,2.222903464,2.327421613,2.370446834
HRV,Croatia,6.500283328,6.495372292,6.41486715,6.730964501,6.987108653,7.128237262,6.985372612,6.8582879,7.062090071,7.403609728,6.803761027,7.198089038,7.28616902,7.913297387,8.157114129,8.285201092,8.742245757,8.563778001,9.170238805,8.801326474,7.132528142,5.512711642,5.049525602,5.118612756,4.957053959,5.137271718,5.148291911,5.658018191,5.777939815,5.880488443,5.839337895,6.127293548,6.319538477,6.690882998,6.841040544,6.853675372,7.008285501,7.445182271,7.147385809,6.737546284,6.604261485,6.537071843,6.098041663,6.043444035,5.886025111,6.080203151,6.199583635,6.334594193,6.060124619,6.113134534,5.910976567,5.903451962,5.941945652
HTI,Haiti,1.367918055,1.374602072,1.373434452,1.346658883,1.322710346,1.296986401,1.323154213,1.320231788,1.338130873,1.326952449,1.311275431,1.276601998,1.28359961,1.283143247,1.267596931,1.236933122,1.196986331,1.171944546,1.155357507,1.127700069,1.116282705,1.124864684,1.159231904,1.102963242,1.025984334,1.113118194,1.131088836,1.177006063,1.18195445,1.185937859,1.225758695,1.221765012,1.241012113,1.232841274,1.209678039,1.214526306,1.21441631,1.253247965,1.247612347,1.247776126,1.297896891,1.336107123,1.30468843,1.313664746,1.339665902,1.35523005,1.367854469,1.352331467,1.32936899,1.332160486,1.299281389,1.279258582,1.279709161
HUN,Hungary,8.85540361,9.046337817,9.194477152,9.674866862,9.91867614,10.07689941,10.43090336,10.82684044,11.61518537,11.45896164,11.33188381,11.24654029,11.33134873,11.01476269,11.21590879,11.13079451,10.91138471,11.0869025,10.58658504,10.33349887,9.325855608,8.739347291,7.697064019,7.7922124,7.768043043,7.669742159,7.925179612,7.805306565,7.751630867,7.824461124,7.553754782,7.733959301,7.989379811,8.126314371,8.02901445,7.955590751,7.879280863,7.739784374,7.534358011,6.863222166,6.910467131,6.843248412,6.516348828,6.276385515,6.311007324,6.59061395,6.703871381,7.349838206,7.382320821,7.262683859,7.077893692,7.336300564,6.932010384
IDN,Indonesia,1.897397284,1.871394839,1.875399035,1.950946007,1.955374752,1.905810322,1.918736851,2.065695212,2.152949184,2.147835559,2.130574945,2.146823006,2.039560167,2.048117423,2.100392606,2.103997045,2.160110848,2.129088906,2.164212299,2.197328069,2.357044489,2.430168094,2.500838188,2.555164547,2.615325592,2.731811103,2.817516048,2.897652911,2.847333575,2.874448963,2.846811939,2.921855078,2.939946712,3.051120821,3.069287285,3.062523539,3.177119715,3.23487317,3.21290272,3.315265707,3.410870217,3.788159295,3.825295019,3.618481521,3.767150505,3.724044132,3.663829074,3.862916206,4.159164321,4.310286448,4.05811278,4.10421531,4.472677699
IND,India,1.477430697,1.452927128,1.439360138,1.420396761,1.424527249,1.442861709,1.446930794,1.444493658,1.418704509,1.428327642,1.431898589,1.469251784,1.46811531,1.501358226,1.538242866,1.542741451,1.588358974,1.59613458,1.645488714,1.679477675,1.650989655,1.683914233,1.686859601,1.689188306,1.714789055,1.749522048,1.765655912,1.790522371,1.788109166,1.82313523,1.822647395,1.814860695,1.81162648,1.828695976,1.891623027,1.925584888,1.986199192,2.078471682,2.142677826,2.239087256,2.307058703,2.377735622,2.489454478,2.489505096,2.594972574,2.589574414,2.600341002,2.680768477,2.772879975,2.725959461,2.544192574,2.686821747,2.793837808
IRL,Ireland,13.56038975,14.37871391,14.06785753,14.02222384,14.7371723,14.04512104,13.89437785,14.36575309,14.20544717,15.36344286,14.90397962,14.50569073,14.35964215,14.28732132,14.29232097,14.7226618,15.01087148,15.35768896,15.14474735,15.61104668,16.13537996,16.25606119,16.20098196,16.33631409,16.64833384,16.71475816,16.99309067,17.27120891,17.85726473,18.69987571,19.39475083,19.74749718,19.03893039,18.61871944,17.98342488,17.88269755,17.65267698,16.72005724,16.06609143,14.60093693,14.20797615,13.22663534,13.41918092,13.23122238,13.23773205,13.62111924,14.285908,13.99124796,13.24346314,12.73047091,12.16507333,12.40376083,12.57943191
IRN,Iran,7.466662294,7.464753959,8.018241853,9.02984715,9.154608233,8.503355645,9.191593525,8.980325317,8.331315277,6.595080411,4.854714203,4.57488785,5.446051128,5.79362925,5.44283374,5.527864198,5.028987178,5.156679076,5.002747819,5.381811724,5.918291428,6.587932204,6.910894108,6.809107559,7.415567372,7.345044874,7.526496153,7.629775997,7.263789689,7.610585839,7.947621425,7.928196654,8.108981764,8.723569236,9.202541069,9.706603922,10.27584255,10.61100899,10.58170782,10.79594525,10.82500604,10.83908419,10.63573039,10.76397169,10.94795874,10.7990946,11.27152579,11.55600026,11.5938077,11.05798533,10.7858187,11.10886948,11.20217991
IRQ,Iraq,10.13918906,10.23522798,9.061907515,10.93923068,10.58653027,11.6158398,12.58995819,11.67617387,12.35851377,15.51533358,12.35388304,6.409321289,6.456703843,6.523747558,7.284660285,8.190244627,9.111864789,9.939346281,11.5424607,12.24644609,9.710473182,4.466005576,5.86435596,7.25852566,7.659132759,7.44354792,6.719120804,8.247604797,7.094238911,6.377425008,7.031676944,7.398834172,6.752637089,5.930537372,6.44342294,6.06659127,5.907163344,5.412909018,5.849076579,6.231954724,6.818344938,7.031912693,7.690160563,7.756604971,7.532391984,7.561997597,8.450415547,8.641420309,8.828775966,9.084011636,7.93987724,7.982939948,8.412774352
ISL,Iceland,15.79413057,16.2719268,17.5110357,20.55031219,19.95438088,18.51543449,18.76039832,19.26528509,19.67081144,19.71010034,18.58518072,18.07528961,16.57218524,16.62001615,17.64651382,16.66109701,16.67550741,17.04797541,17.32749698,17.57519616,17.36005566,17.06047127,12.70356986,13.0476567,13.43193128,12.63473032,13.62271241,13.25304558,13.686836,13.77280072,14.03297029,14.29895747,14.86795691,14.62458384,14.752403,14.46353241,14.72347187,15.53772944,16.25497172,15.98004259,15.57478566,14.99476941,14.90820916,14.99195639,14.39274233,14.80716806,13.40736514,13.70247358,13.43088549,12.96823137,12.42780742,12.37425077,13.70184201
ISR,"Israel and Palestine, State of",18.34245955,17.93782485,18.26763907,17.87156286,13.5560075,17.96602517,4.978435169,5.031368573,5.17456893,5.149671735,5.029504445,5.110509076,5.206090399,5.26851168,5.337933231,5.535974523,5.829006206,6.163812126,6.369109527,6.425483312,6.46729115,6.366816356,6.532478579,6.832011868,7.048879565,7.234576817,7.406181323,7.398895289,7.312729556,7.298322884,7.625470536,7.481995017,7.686147545,7.738165693,7.631506196,7.263948136,7.438227328,7.511043713,7.462635473,7.124171185,7.481105261,7.353704201,7.718778982,6.960024921,6.650038959,6.826094889,6.746323536,6.624802734,6.249694416,6.259920678,5.954297254,5.90512474,6.023632161
ITA,"Italy, San Marino and the Holy See",7.389966778,7.643843357,7.911005837,8.299725211,8.256933458,7.88560077,8.400768017,8.174489869,8.328950658,8.597797727,8.592373984,8.347654932,8.17130575,8.02904172,8.168708905,8.168340422,8.214626581,8.672505324,8.68342377,8.973667411,8.992893035,8.945341769,8.847327875,8.729509709,8.657380007,9.122429792,9.056685476,9.134497311,9.307362524,9.432038456,9.525997595,9.430574639,9.545273809,9.811286367,9.908377491,9.86977232,9.618069904,9.456495043,9.166128011,8.271969242,8.431882397,8.237779783,7.924208177,7.376319071,7.050076214,7.231373882,7.150942226,7.122587898,7.042756447,6.844871777,6.213457918,6.656012288,6.697793823
JAM,Jamaica,5.020266319,4.945427302,4.849563626,5.050595142,5.13044597,4.36787641,3.904211188,4.156427654,4.185302496,4.001597645,3.842844309,3.740604075,3.252696,3.271724707,3.072710511,2.756706932,2.670981917,2.725941239,2.798845986,3.37914029,3.832005165,3.815472735,4.158489669,4.192087787,4.1707719,4.272666926,4.364675595,4.39913068,4.555258381,4.629253358,4.611782133,4.603559984,4.555459718,4.665787132,4.622169329,4.590166485,5.069227514,5.004875301,4.113856721,3.433881455,3.281663819,3.244346736,3.02676614,3.179652884,3.080437592,3.025508017,3.197977624,3.086704797,3.562889626,3.467796981,2.57344529,2.638454971,2.635720305
JOR,Jordan,2.17022169,2.130814823,1.838731188,1.969490033,2.027926471,2.130027957,2.351250865,2.374468883,2.712728386,2.812399194,3.308265583,3.640130648,3.707027726,4.035445022,4.202569345,4.161520611,4.206170039,4.498390736,4.23591165,3.48028911,3.522410436,3.431823793,3.793596563,3.741816565,3.703289412,3.779223891,3.743360155,3.7732245,3.769144395,3.738319189,4.009752211,3.985579998,4.091894341,4.135790925,4.321772816,4.478986777,4.381382434,4.380485036,4.135589496,4.015980785,3.779354095,3.698029569,3.985833598,3.758613384,3.841162606,3.703133983,3.607627623,3.678885871,3.509698984,3.316052748,3.085768069,3.249717605,3.319479972
JPN,Japan,9.741958654,9.510442776,9.773194888,10.67324943,10.48649653,9.839560742,10.04843378,10.19078827,10.04938377,10.18405966,9.849783052,9.549514587,9.123262303,9.091418911,9.637611776,9.354387075,9.271835413,9.249247846,9.812946125,10.02480013,10.61556473,10.69143505,10.73189649,10.66990397,11.12776481,11.23710845,11.30987398,11.14238878,10.68156772,10.90539245,10.91380651,10.72111564,10.93030775,10.95158485,10.86793503,10.92918209,10.69117264,10.95865699,10.36095749,9.83019069,10.32049222,10.70817556,11.00548567,11.14186582,10.74889231,10.4361626,10.34812732,10.2516662,9.953936521,9.671580438,9.184311458,9.320673611,9.409690713
KAZ,Kazakhstan,19.79107446,19.82734189,20.07408838,20.45023853,20.58696391,20.80120825,20.93917078,20.74843673,20.87471472,20.77666525,20.57541705,19.71740485,19.17906917,18.87149088,19.05011827,18.29423943,18.20728787,18.36735779,18.47280698,18.42844769,21.1326688,21.52318822,21.8671457,19.21975719,17.29903918,15.24142923,13.63136005,12.13299374,12.28299531,11.4802049,11.87247823,11.77840145,12.80207007,14.01407844,14.86440865,15.64641241,17.14189048,17.83655591,20.46556823,18.5893203,19.5334045,20.38347814,19.94809142,20.76850036,17.73883588,15.55162991,16.10299423,16.96875377,17.05616771,16.15365965,16.42648788,16.83379682,17.32947322
KEN,Kenya,2.213943279,2.176729635,2.162535935,2.122330777,2.077700134,2.027580657,1.988727465,1.976882119,2.018590104,2.06593324,1.911122192,1.834611999,1.867598896,1.921578957,1.939967681,1.873609804,1.871430844,1.827165257,1.852883322,1.858337093,1.823514602,1.736284633,1.705491401,1.675077824,1.653048304,1.634689842,1.56541632,1.526117057,1.523481644,1.578673247,1.508992091,1.503218446,1.539743279,1.542426238,1.630965004,1.660508443,1.587973206,2.069817531,2.140389295,2.060685896,2.097345596,2.066664338,1.980023353,1.940540839,1.94724421,1.950070661,2.036316506,1.932600255,1.934626474,2.068169869,2.050983368,2.085854764,2.102185924
KGZ,Kyrgyzstan,6.754806,6.874968401,7.038056405,7.186379067,7.36321321,7.572241836,7.598456839,7.600172038,7.700717651,7.71769178,7.83129083,7.599513481,7.411918973,7.219865194,7.103651481,6.965588318,6.939193846,6.994309953,6.92097556,6.804830887,7.707191927,7.006266708,5.158078126,4.144100944,3.113135867,2.380317718,2.522184703,2.572643684,2.605062287,2.328645219,2.294807804,2.110177993,2.31679797,2.443380409,2.419954821,2.373247306,2.32715212,2.558608473,2.78471929,2.736911523,2.650315585,2.991470602,3.30871708,3.250466998,3.369538425,3.401975724,3.318121392,3.325258728,3.620868208,3.421449149,3.226295005,3.364770694,3.396747716
KHM,Cambodia,3.760052883,3.086373001,2.485452329,1.823010652,1.509342383,1.666165774,1.625669596,1.604248266,1.614203975,1.372137408,2.087603794,1.989225711,2.40529188,2.337776852,1.754412968,2.122773273,2.158138528,2.024092006,2.30310545,2.335908394,2.258347236,2.114976402,2.079386905,2.084293346,1.832668988,2.230518129,2.157385225,2.136230292,2.088812668,2.078503861,1.986722835,2.006590119,1.987335295,2.107978777,2.046408451,2.179583173,2.261702227,2.309735246,2.331327701,2.399160205,2.400640376,2.454084312,2.393862332,2.344065949,2.35964719,2.40976543,2.539947847,2.654637424,2.68466327,2.887995643,2.907250653,2.932574329,2.913512277
KIR,Kiribati,0.531868262,0.535965487,0.560864456,0.638627548,0.739166842,0.642909168,0.634428405,0.657610063,0.650352518,0.680874849,0.714215677,0.706359693,0.698716135,0.691911083,0.435260258,0.457581971,0.433988143,0.496643183,0.49360362,0.481524067,0.484977906,0.475704501,0.471723331,0.463743551,0.470778648,0.460391913,0.464579527,0.474897652,0.481237769,0.470627081,0.695736489,0.634856788,0.804451435,0.808533148,0.815779186,0.984085635,1.018112446,0.915323701,0.975942697,0.873163529,0.87990316,0.829436191,0.808925967,0.836091174,0.832501871,0.848332349,0.890451307,0.976639004,0.971295235,0.999736688,0.851543646,0.868357244,0.873214233
KNA,Saint Kitts and Nevis,1.457951626,1.504596427,1.583916686,1.572377165,1.534972069,1.613243832,1.624061287,1.687987697,1.697448855,1.702597289,1.689553555,1.671828972,1.656774095,1.613535468,1.671616101,1.661861314,1.615052803,1.640494253,1.704622615,1.697197977,1.625431389,1.789350816,1.814433994,1.909996991,2.012119664,1.855306162,1.979185585,2.034509113,2.023963083,1.966778291,2.172448495,2.194018694,2.297628401,2.328194627,2.449288959,2.291711658,2.339527605,2.504776294,2.581673083,2.747994311,2.884787219,2.484998236,2.408243529,2.675958107,2.677991548,2.675272032,2.799616249,2.60740234,2.824002396,3.027182721,2.679757454,2.569668993,2.643044424
KOR,South Korea,3.20776279,3.160624055,3.162339568,3.58768128,3.70550785,3.886462442,4.093474412,4.457443606,4.607268664,5.015356966,5.012522956,5.114743957,5.020425668,5.345957998,5.846107454,6.033318068,6.18721833,6.259667092,6.820929747,7.021052211,7.696877882,8.309714629,8.700736225,9.161072735,9.717995448,10.37420858,10.93684224,11.47001411,9.781654343,10.53728985,11.50506079,11.54051979,11.62204059,11.59850868,12.00443365,11.95930432,12.06676382,12.31409505,12.43673438,12.58531457,13.58798097,14.12030437,14.16528984,14.05728418,13.91725712,14.21880232,14.48034645,14.623678,14.66369983,14.24513634,13.58364831,14.14528702,14.00589836
KWT,Kuwait,98.21238384,94.79240899,92.80566907,79.70479309,62.84411354,50.2097076,48.56477038,44.06726727,46.66116093,51.62587125,40.67802556,33.25348795,30.85011349,33.03515816,32.82837363,33.40317418,35.22949833,35.71834083,39.18759446,44.44231081,23.75115997,22.62614062,23.49716723,35.10537826,42.57723772,42.64079724,42.38972462,43.05919725,40.88452775,39.59045882,42.02491937,41.7827957,42.74432111,46.75551014,48.03806321,51.59989023,50.79905987,46.63640946,45.83346453,42.89101155,41.4008759,41.02567183,39.69071417,38.25635319,35.92390592,35.81888168,35.97057541,34.83894414,35.22934609,35.22834204,34.60351407,35.78424232,37.96064154
LAO,Laos,2.685537323,2.573251689,2.470010847,2.389126666,2.37650779,2.271029881,1.936401161,2.016145078,2.056742053,2.258192125,2.405983585,2.313248362,2.309862578,2.175590487,2.121135268,2.069214762,2.024948797,1.895899148,1.843537523,1.890519634,1.9350433,1.840039832,1.853979739,1.821978119,1.874401382,1.858197778,1.879047095,1.907506157,1.812221897,1.792576669,1.940890587,1.986914553,2.010483303,2.042277385,2.101164132,2.039599451,2.108980108,2.162288091,2.241367973,2.370287274,2.478892996,2.449634644,2.593012487,2.655971841,2.766542123,3.482872514,4.564702313,4.984705637,5.005443415,4.912416208,4.953739932,5.041969299,5.009723249
LBN,Lebanon,3.032525446,3.035121031,3.189201401,3.691149542,3.631336814,3.222049803,3.049628059,2.711016852,3.215172707,3.546623201,3.600455595,3.633730509,2.854697519,2.976842489,3.020350476,3.392639893,3.548920129,3.626952733,2.967358198,2.99210523,2.981750441,3.522957271,3.682935462,4.818757769,5.097217266,5.715499729,5.870302922,6.337262064,6.300047794,6.393313565,5.765935906,5.981523324,5.74407678,5.541090899,5.423437176,5.262418232,5.086904929,4.769860596,5.580976104,6.317421069,5.901419294,5.709815108,5.900838122,5.482858773,5.5462645,5.701812563,5.763630357,5.972139441,5.692718807,5.683228927,4.846262965,5.140272446,5.434349819
LBR,Liberia,1.178224128,1.163682147,1.152529211,1.160490592,1.172205651,1.166420117,1.168347752,1.234076429,1.2230533,1.327941876,1.270428996,1.139278865,1.079088415,1.091576584,1.017884115,1.014548,0.9500131,0.98035852,1.120819113,1.021763907,0.853719931,0.779587119,0.739545657,0.709580619,0.689623026,0.681038577,0.680137016,0.673991329,0.68482069,0.694740518,0.741373078,0.745099355,0.743553066,0.755888267,0.778931113,0.827083755,0.857803898,0.821069016,0.786054922,0.791246441,0.851713243,0.870077403,0.89293505,0.872040748,0.945027841,0.962596976,0.973089131,0.923588191,0.958045344,0.970963529,0.976660027,0.995353108,0.990344241
LBY,Libya,61.70552367,53.73006073,41.97625565,39.08176358,26.64190872,26.54246774,32.82275038,33.45269054,31.91673853,33.16887143,29.38819387,20.6818284,20.8785713,19.29193645,18.65513926,17.42430577,17.64117359,16.48070707,17.96054945,17.35364894,19.52646868,18.48735382,16.96704741,15.79238472,18.76552846,20.41800301,20.95690537,18.18256698,17.10354503,16.48926665,17.05505183,16.17479799,15.95469055,17.37148123,16.93936223,18.15728559,17.68848588,16.44024795,16.97175186,16.78838048,17.63177122,10.42925203,16.54880095,15.32610261,13.82405556,12.20436515,11.64811906,13.39328899,14.12186792,14.41109422,10.42835358,15.04115284,15.31787781
LCA,Saint Lucia,0.883856466,0.895645952,0.945961563,0.942892533,0.898464986,0.959374667,0.92822209,0.967695537,0.972282974,0.972641431,0.972337086,0.89261626,0.95918495,0.922513476,0.959235982,1.0319947,1.041416906,1.086994466,1.223248221,1.225872181,1.184163416,1.180698337,1.17730175,1.15842945,1.232538135,1.258372051,1.264305386,1.292271405,1.341093413,1.383691396,1.460780104,1.48368431,1.416064863,1.49560513,1.465565561,1.470714924,1.506006276,1.563683856,1.599376264,1.647169771,1.747809717,1.542278889,1.612169225,1.778920295,1.82455487,1.811027126,1.882495466,1.892205752,1.926398014,2.583151641,2.336074289,2.313153984,2.36851363
LKA,Sri Lanka,1.642833596,1.599595594,1.563870673,1.575487552,1.631723341,1.394986871,1.419788833,1.519166593,1.570131677,1.533039273,1.5378687,1.540366079,1.492056285,1.49931869,1.523946413,1.464199946,1.417069588,1.345632362,1.38592638,1.283844284,1.333133133,1.27209158,1.32194493,1.328425886,1.396709829,1.375377258,1.400217487,1.395777077,1.367408828,1.458312732,1.508337803,1.465806862,1.501965971,1.579136081,1.526790354,1.656061734,1.568847248,1.591292406,1.645493414,1.566278066,1.660597576,1.767660835,1.85513047,1.736083547,1.764570824,1.99074707,2.0957301,1.952822344,1.98292135,2.021205904,2.010539029,1.97304604,1.830054933
LSO,Lesotho,1.911791478,1.786867439,1.714373355,1.662810924,1.682919305,1.693465219,1.637607347,1.487377587,1.470667468,1.499339143,1.548453879,1.524266132,1.512522809,1.459156384,1.41669833,1.446907248,1.442789249,1.61595746,1.544054879,1.480262743,1.375881838,1.375196449,1.446369146,1.394949477,1.338934896,1.290025507,1.224413371,1.25395901,1.10366318,1.398159213,1.464002316,1.467051249,1.381986134,1.388722442,1.378997776,1.451790256,1.420283453,1.478749246,1.395662196,1.425642196,1.416677045,1.414885519,1.430248632,1.36031811,1.347625986,1.312714506,1.299518584,1.368063568,1.282743062,1.214599778,1.274086479,1.259423075,1.269667732
LTU,Lithuania,9.101765748,9.301840195,9.667737797,10.08164129,10.46896453,11.01166091,11.19264398,11.33075576,11.6370891,11.80097756,12.06999213,11.89893386,11.79611225,11.75394156,11.9294944,11.8825155,11.99462756,12.18457027,12.14685678,12.14467288,12.61662875,13.0459713,8.427891919,6.722202089,6.317790774,6.031557823,6.211814946,6.133295043,6.445718584,5.679798522,5.268835914,5.508028833,5.699574347,5.775543758,6.097657609,6.481667603,6.659464044,7.408412592,7.733116615,6.88117736,7.286471591,7.668452511,7.883271723,7.483858305,7.596440265,7.938097683,7.802233373,7.972277518,7.921054589,8.016493573,7.961939559,7.830529557,7.371590809
LUX,Luxembourg,56.67233003,52.62305218,51.37505436,54.94519595,50.7016964,40.48420255,42.70018307,40.4423377,43.78853295,41.20463409,38.76493348,33.24022433,31.33449027,29.52714447,32.08621165,32.5400227,31.66663162,30.0376701,31.22140392,33.09728983,33.18507666,34.02668529,32.73871317,32.9803326,30.36572068,24.46477712,24.14844104,22.57310995,20.60798763,21.27503277,22.49293211,23.49071593,24.84506329,25.5497035,28.44722426,28.55168061,27.66356263,25.89929394,25.09370373,23.30705112,24.04338817,23.18300005,22.17902676,20.69834559,19.37563269,18.07346894,17.35885098,17.39236061,17.69384211,17.79246939,14.87019899,15.59690698,13.69247279
LVA,Latvia,7.607046598,7.728720781,8.028997393,8.359933479,8.675729075,9.154102425,9.308431663,9.433992709,9.723543514,9.87030238,10.1226063,10.07451107,10.21318711,10.31375384,10.39846171,10.44596491,10.60847934,10.77570871,10.74821255,10.72018016,10.23353049,9.584757956,8.124885021,6.975210931,5.85397036,5.169281491,5.224516301,5.048492804,4.867385086,4.618116635,4.290699117,4.600765723,4.674664693,4.871628182,5.021975805,5.214236441,5.589664698,5.890826726,5.661523061,5.385129801,5.95916612,5.785100432,5.843699175,5.809819529,5.794440006,5.997995745,6.072471704,6.059297099,6.411162247,6.395593605,6.149700496,6.201663532,5.975126594
MAC,Macao,1.4680328,1.456354022,1.527836296,1.803839924,2.181791666,1.860724161,1.851247986,1.957860447,1.956398169,2.088170435,2.212717167,2.088526016,2.117211716,2.731221295,2.556666209,2.252726137,2.642950018,3.087448819,2.907892685,2.873651583,2.939109801,2.848985473,2.892868418,3.031120054,3.305805544,3.120240206,3.557480484,3.804091543,4.117128701,4.133509418,4.062172075,4.134580952,4.350280265,4.325409195,4.849937346,4.773836455,4.632108559,4.09476514,3.376051506,3.612740786,3.506395167,3.390584858,3.410923344,3.43377031,3.812992975,4.968842004,4.653418627,5.406890864,4.222520902,4.492013813,3.530953392,3.589156508,3.592437779
MAR,Morocco,1.50103092,1.513847824,1.512268072,1.568289065,1.58315,1.606218961,1.637538528,1.663125127,1.716635544,1.741383502,1.765366546,1.710049313,1.609172935,1.652787329,1.615623092,1.66138346,1.712350548,1.749007516,1.74597547,1.809531196,1.818784218,1.825689474,1.856082089,1.819200987,1.902336937,1.923651732,1.915015655,1.980129361,1.996303058,2.057727837,2.085002098,2.194110477,2.224828857,2.220589471,2.362793614,2.432344503,2.466483813,2.470994431,2.539777462,2.523061087,2.614150477,2.744875909,2.790864165,2.780309122,2.785237557,2.812487434,2.78792884,2.864191256,2.885518973,3.051570957,2.913597108,3.128178399,3.027132544
MDA,Moldova,5.80672726,5.834658018,6.045072321,6.284119971,6.512106619,6.831630107,6.910481234,7.003702729,7.212687203,7.323768849,7.572375551,7.487400462,7.517003149,7.525374107,7.569660157,7.622326181,7.80436711,7.966714924,8.015738076,7.994638857,8.580675126,7.080338099,5.797329431,4.934148997,4.250611352,3.779226429,3.36847126,3.090624583,2.80840394,2.482985179,2.339215945,2.39611731,2.461131101,2.603263334,2.614370094,2.689135613,2.650257359,2.62537888,2.556144849,2.519308528,2.805686943,2.861756261,2.78018221,2.622520405,2.758669759,2.838590726,2.915868924,2.930055904,3.110576217,3.13411017,3.071098752,3.235046437,3.08703267
MDG,Madagascar,3.190471432,2.961980973,2.945644886,2.924900395,2.890722529,2.853268679,2.770731223,2.802794433,2.875311374,2.808765812,2.814647629,2.730451979,2.673579893,2.599570347,2.554951635,2.456161821,2.395454735,2.310145955,2.26238148,2.197919285,2.17655928,2.119454258,2.085932029,2.067180389,1.978553673,1.957750219,1.903831759,1.864362059,1.839806614,1.795532312,1.754917082,1.583818601,1.4328551,1.451354065,1.442783821,1.536152178,1.509658962,1.499114225,1.4840994,1.460801867,1.450788031,1.419578343,1.438643591,1.377070661,1.407930337,1.388232148,1.357083642,1.344180835,1.263545715,1.305689512,1.265020429,1.236251821,1.198922725
MDV,Maldives,0.272586023,0.276530395,0.283898291,0.304756439,0.327880549,0.311314753,0.312201215,0.31946069,0.322282958,0.330348409,0.338900803,0.339609739,0.338328617,0.339435731,0.542787951,0.566322565,0.556262174,0.585163604,0.6458671,0.617935736,0.683123651,0.676204492,0.669775583,0.715607882,1.238339045,1.50518217,1.523997598,1.402917483,1.542299794,1.48512555,2.852202434,2.436902932,2.802273012,2.386440843,2.899668182,2.650715104,3.09605893,3.009957723,3.190762212,3.29871885,3.368613,3.546860528,4.26265092,4.587540159,5.93405733,4.361007276,4.628689404,4.779323741,5.33214373,6.132411134,4.964906822,5.092278137,5.136128321
MEX,Mexico,4.189423272,4.093029712,4.220936887,4.307083097,4.514860739,4.622348189,4.742280907,4.779832461,5.068373057,5.19789248,5.541028908,5.79172476,6.000483237,5.681810884,5.649462776,5.710031182,5.549825983,5.603759976,5.484990788,5.601042139,5.464276372,5.568716192,5.516742392,5.592590809,5.842530772,5.642084226,5.780296826,6.033243902,6.233458697,6.034887117,6.2344392,6.147073236,6.161840801,6.353564467,6.385317513,6.526843092,6.659203543,6.689247477,6.660813392,6.506709742,6.553440672,6.572429621,6.623110066,6.472608725,6.29361682,6.278153363,6.26507031,6.214949927,5.971417194,5.977543825,5.522643865,5.654000964,5.990201455
MKD,North Macedonia,7.152164324,6.755317978,6.69608538,7.42201871,7.571629416,6.361044657,6.499906459,6.557215869,6.297742221,6.832595877,6.320340457,6.691689538,5.936439092,5.620457401,6.342549278,6.561477399,6.664074619,6.463818665,6.522471281,6.601342417,7.248027359,6.506253645,5.854429055,5.971687949,5.855934494,5.78079417,6.568977285,5.959207088,6.332716081,5.848065988,5.648639246,5.678465753,5.393155812,5.756051778,5.825225503,6.037837252,5.885227428,6.247202012,6.166146214,5.63429791,5.709316194,6.268240207,5.973090897,5.549914562,5.320171974,5.11953135,4.971396239,5.185291619,4.96558043,5.466868981,4.974319617,5.338883723,5.353662742
MLI,Mali,2.049508878,2.055602377,1.806375446,1.676948837,1.529340558,1.629092887,1.626697886,1.617264437,1.637068149,1.792320062,1.890331436,1.942044155,2.003096284,1.761298671,1.553827687,1.44801629,1.458661806,1.473392743,1.525574787,1.562235872,1.581698801,1.570799934,1.520600841,1.503295372,1.511141589,1.518523567,1.519081995,1.496617694,1.529934303,1.554271724,1.604346465,1.648772058,1.684512218,1.714487654,1.717190522,1.751369213,1.713539946,1.759788706,1.799673744,1.835808216,1.8847663,1.882385571,1.900953079,1.950503441,1.965616692,2.021460097,2.150064833,2.218350088,2.257341692,2.25806154,2.247408094,2.271152252,2.295292261
